10312.5	0.34	163.5	0.59
10500.0	-0.18	157.72	0.57
10687.5	-0.59	153.67	0.55
10875.0	-0.58	145.46	0.54
11062.5	-1.36	136.37	0.54
11250.0	-2.9	130.69	0.52
11437.5	-5.18	134.05	0.5
11625.0	-6.17	147.54	0.48
11812.5	-4.71	159.78	0.48
12000.0	-2.58	156.75	0.48
12187.5	-1.6	142.49	0.47
12375.0	-2.55	129.47	0.46
12562.5	-4.24	127.96	0.44
12750.0	-4.05	133.54	0.37
12937.5	-3.3	128.46	0.38
13125.0	-3.79	119.14	0.41
13312.5	-5.21	111.32	0.41
13500.0	-7.42	114.18	0.38
13687.5	-8.07	126.5	0.36
13875.0	-7.55	130.08	0.35
14062.5	-7.77	130.19	0.34
14250.0	-7.55	133.61	0.32
14437.5	-6.34	133.92	0.32
14625.0	-5.85	125.13	0.32
14812.5	-6.66	110.59	0.32
15000.0	-9.46	97.83	0.34
15187.5	-13.15	106.75	0.33
15375.0	-13.25	131.6	0.29
15562.5	-11.44	140.8	0.28
15750.0	-10.25	142.52	0.27
15937.5	-9.64	141.23	0.27
16125.0	-9.6	136.34	0.27
16312.5	-9.78	133.52	0.3
16500.0	-10.04	128.53	0.32
16687.5	-11.39	123.19	0.32
16875.0	-13.01	130.84	0.28
17062.5	-12.6	142.96	0.27
17250.0	-11.72	145.6	0.27
17437.5	-11.47	149.79	0.28
17625.0	-10.18	148.91	0.31
17812.5	-10.35	138.31	0.33
18000.0	-11.96	133.37	0.31
18187.5	-13.2	140.97	0.3
18375.0	-12.21	145.41	0.3
18562.5	-11.36	136.68	0.31
18750.0	-12.3	128.2	0.32
18937.5	-13.78	130.05	0.33
19125.0	-14.55	133.83	0.34
19312.5	-14.98	135.29	0.35
19500.0	-15.77	135.93	0.35
19687.5	-17.25	144.97	0.34
19875.0	-18.23	163.64	0.34
20062.5	-13.5	178.07	0.36
20250.0	-12.45	-173.28	0.34
20437.5	-10.41	-175.15	0.36
20625.0	-10.17	168.09	0.38
20812.5	-13.1	155.26	0.38
21000.0	-16.48	166.41	0.36
21187.5	-16.57	173.24	0.39
21375.0	-18.61	162.73	0.4
21562.5	-22.78	167.76	0.39
21750.0	-26.13	-174.74	0.38
21937.5	-28.85	-154.6	0.38
22125.0	-29.52	-130.12	0.38
22312.5	-28.35	-114.38	0.4
22500.0	-25.98	-115.02	0.42
22687.5	-25.07	-132.66	0.43
22875.0	-26.76	-158.35	0.44
23062.5	-30.16	-178.33	0.43
23250.0	-34.89	169.84	0.38
23437.5	-39.41	168.71	0.31
23625.0	-42.32	163.12	0.26
23812.5	-45.92	152.73	0.17
